,ISBN,mean
197797,0786885181,1.1666666666666667
234057,0892132701,1.1666666666666667
298231,3453137574,1.1666666666666667
42024,0312278233,1.1666666666666667
93296,0425067750,1.1666666666666667
16786,0099280574,1.1666666666666667
158667,0671676695,1.1666666666666667
193412,0771060580,1.1666666666666667
124237,0515126543,1.1666666666666667
160928,067177932X,1.1666666666666667
78274,0380789841,1.1666666666666667
77762,0380773538,1.1666666666666667
55137,0345369114,1.1666666666666667
79999,0385035098,1.1666666666666667
97313,0439101360,1.1666666666666667
116223,0451208773,1.1666666666666667
157701,0671637800,1.1666666666666667
160084,0671734601,1.1666666666666667
23800,0140264132,1.1666666666666667
49279,0330334816,1.1666666666666667
25991,014043237X,1.1666666666666667
103918,0441008089,1.1666666666666667
57673,0349110115,1.1666666666666667
109114,0446909912,1.1666666666666667
327347,8804483199,1.1666666666666667
79017,0380811901,1.1666666666666667
182130,0743418581,1.1666666666666667
182427,0743436733,1.1666666666666667
78432,0380793326,1.1666666666666667
202329,0804108552,1.1666666666666667
9934,0060936649,1.1666666666666667
128106,0525481567,1.1666666666666667
117119,0451410963,1.1666666666666667
30994,0192816705,1.1666666666666667
209837,0812579895,1.1666666666666667
95303,0425169774,1.1666666666666667
68309,0373501692,1.1666666666666667
233481,0890872465,1.1666666666666667
62453,0373119895,1.1666666666666667
315226,8422621452,1.1666666666666667
55901,0345400674,1.1666666666666667
268832,1592864996,1.1666666666666667
164079,0679407596,1.1666666666666667
16736,0099276852,1.1666666666666667
152662,0671002201,1.1666666666666667
182204,0743423569,1.1666666666666667
64338,0373218877,1.1666666666666667
304624,3596136571,1.1666666666666667
153672,0671028251,1.1666666666666667
7827,0060508183,1.1666666666666667
214268,0821752200,1.1666666666666667
31443,0192838849,1.1666666666666667
58998,0373032420,1.1666666666666667
295104,3442124875,1.1666666666666667
250161,1551664925,1.1666666666666667
65570,0373245750,1.1666666666666667
113579,0451128559,1.1666666666666667
193463,0771066856,1.1666666666666667
241818,0937295450,1.1666666666666667
78379,038079201X,1.1666666666666667
69701,0373706901,1.1666666666666667
191272,0764553313,1.1666666666666667
256192,1562475193,1.1666666666666667
108649,0446673145,1.1666666666666667
16119,0091831040,1.1666666666666667
209773,0812576098,1.1666666666666667
53392,034530392X,1.1666666666666667
124938,0517082373,1.1666666666666667
248199,1400041341,1.1666666666666667
134069,055324549X,1.1666666666666667
328154,8807015935,1.1666666666666667
45416,0312969287,1.1666666666666667
105639,0445405627,1.1666666666666667
157374,0671619683,1.1666666666666667
117097,0451410688,1.1666666666666667
226097,087406421X,1.1666666666666667
252771,1557731365,1.1666666666666667
12479,0061091820,1.1666666666666667
209147,0812547381,1.1666666666666667
269686,1841152897,1.1666666666666667
182252,0743427343,1.1666666666666667
191196,076455106X,1.1666666666666667
78256,0380789337,1.1666666666666667
108400,0446611409,1.1666666666666667
102182,0440409071,1.1666666666666667
262770,1573228311,1.1666666666666667
112893,0449911896,1.1666666666666667
28857,0151005575,1.1666666666666667
136083,0553288660,1.1666666666666667
132314,0553156411,1.1666666666666667
69218,0373691270,1.1666666666666667
162502,0671882902,1.1666666666666667
220454,0843950900,1.1666666666666667
73583,0375505458,1.1666666666666667
285828,2266026534,1.1666666666666667
118976,0452269407,1.1666666666666667
250358,1551667053,1.1666666666666667
220287,0843948469,1.1666666666666667
114321,0451159837,1.1666666666666667
269811,1841490431,1.1666666666666667
164640,0679436057,1.1666666666666667
214897,0821764721,1.1666666666666667
135891,0553283588,1.1666666666666667
117049,0451410084,1.1666666666666667
45886,0312982585,1.1666666666666667
70636,0373764235,1.1666666666666667
26402,0140444300,1.1666666666666667
255109,1560761172,1.1666666666666667
64110,0373196903,1.1666666666666667
197902,078688911X,1.1666666666666667
70117,0373711085,1.1666666666666667
66829,0373271603,1.1666666666666667
6594,0060183578,1.1666666666666667
45450,0312970277,1.1666666666666667
70120,0373711115,1.1666666666666667
11856,0061058025,1.1666666666666667
335529,9510282855,1.1666666666666667
81951,0385333552,1.1666666666666667
269991,1841953237,1.1666666666666667
275853,1878067494,1.1666666666666667
21477,0140109595,1.1666666666666667
132330,0553156640,1.1666666666666667
156016,067152044X,1.1666666666666667
62669,0373122403,1.1666666666666667
102898,0440531241,1.1666666666666667
232348,0887307280,1.1666666666666667
147518,0590697692,1.1666666666666667
155942,0671511076,1.1666666666666667
136544,0553298550,1.1666666666666667
155943,0671511084,1.1666666666666667
107876,0446602213,1.1666666666666667
74680,037580210X,1.1666666666666667
99470,0440129818,1.1666666666666667
149357,0609608983,1.1666666666666667
86820,0394704665,1.1666666666666667
211489,0816708002,1.1666666666666667
149360,0609609076,1.1666666666666667
65862,0373254768,1.1666666666666667
52908,0345283279,1.1666666666666667
115992,0451204905,1.1666666666666667
102748,0440503485,1.1666666666666667
250219,1551665506,1.1666666666666667
30333,015636090X,1.1666666666666667
250294,1551666316,1.1666666666666667
317164,8429715304,1.1666666666666667
97125,0439053862,1.1666666666666667
122636,0505522489,1.1666666666666667
75815,0380671085,1.1666666666666667
125355,0517209489,1.1666666666666667
102447,0440422159,1.1666666666666667
71425,0373834608,1.1666666666666667
240965,0932592708,1.1666666666666667
12754,0061099503,1.1666666666666667
76404,0380715325,1.1666666666666667
104697,0441515339,1.1666666666666667
2700,0007105940,1.1666666666666667
2684,0007103468,1.1666666666666667
72887,0375403957,1.1666666666666667
26318,014044243X,1.1666666666666667
71688,0373871872,1.1666666666666667
224345,0868245542,1.1666666666666667
159815,0671726749,1.1666666666666667
131173,0553099728,1.1666666666666667
152776,0671004255,1.1666666666666667
61541,0373107498,1.1666666666666667
114851,0451176200,1.1666666666666667
61113,0373098774,1.1666666666666667
328678,8811669162,1.1666666666666667
181231,0743225228,1.1666666666666667
111884,0449229440,1.1666666666666667
63428,0373168624,1.1666666666666667
191626,0765303558,1.1666666666666667
220403,0843950242,1.1666666666666667
159269,0671701185,1.1666666666666667
197550,0786867396,1.1666666666666667
40207,0312131178,1.1666666666666667
107612,0446527998,1.1666666666666667
36989,0307101088,1.1666666666666667
70161,0373711530,1.1666666666666667
82126,038533673X,1.1666666666666667
110616,0449147525,1.1666666666666667
77783,0380774194,1.1666666666666667
113885,0451143930,1.1666666666666667
99783,044016754X,1.1666666666666667
295893,3442431964,1.1666666666666667
67260,037328893X,1.1666666666666667
94341,0425133249,1.1666666666666667
208507,0812521021,1.1666666666666667
194518,0782901379,1.1666666666666667
56109,0345410319,1.1666666666666667
153060,0671014633,1.1666666666666667
116761,0451405692,1.1666666666666667
165133,067946039X,1.1666666666666667
277246,1883931177,1.1666666666666667
121812,0486286320,1.1666666666666667
192123,0767901762,1.1666666666666667
145385,059043571X,1.1666666666666667
282737,2070403920,1.1666666666666667
231677,0886772249,1.1666666666666667
147049,0590540815,1.1666666666666667
75878,0380699745,1.1666666666666667
325851,857237528,1.1666666666666667
134622,0553258168,1.1666666666666667
27064,0140621210,1.1666666666666667
90025,0395971772,1.1666666666666667
58847,0373030738,1.1666666666666667
20838,0140076875,1.1666666666666667
135496,0553276069,1.1666666666666667
99763,0440165121,1.1666666666666667
27058,0140621148,1.1666666666666667
159156,0671696637,1.1666666666666667
229376,0880015934,1.1666666666666667
66868,0373272030,1.1666666666666667
8835,0060730447,1.1666666666666667
45631,0312975708,1.1666666666666667
78639,0380798972,1.1666666666666667
53999,0345325621,1.1666666666666667
94391,042513573X,1.1666666666666667
178420,0732258669,1.1666666666666667
122047,0486407845,1.1666666666666667
296514,3442541034,1.1666666666666667
301543,3499224712,1.1666666666666667
93333,0425068293,1.1666666666666667
208368,0812516508,1.1666666666666667
136931,055337379X,1.1666666666666667
71541,0373835973,1.1666666666666667
175439,0708821014,1.1666666666666667
81285,0385294409,1.1666666666666667
203847,0805068031,1.1666666666666667
94254,0425128172,1.1666666666666667
130730,0553052705,1.1666666666666667
170543,0688044816,1.1666666666666667
152991,0671011359,1.1666666666666667
72985,0375406956,1.1666666666666667
76391,0380714876,1.1666666666666667
115126,0451184068,1.1666666666666667
44650,0312929595,1.1666666666666667
99925,0440179297,1.1666666666666667
300773,3499101319,1.1666666666666667
117930,0451522869,1.1666666666666667
203853,0805068341,1.1666666666666667
90476,0399132694,1.1666666666666667
208288,0812513428,1.1666666666666667
56932,0345441699,1.1666666666666667
43970,0312872682,1.1666666666666667
78845,0380805421,1.16
122830,0505524805,1.1578947368421053
181175,0743223136,1.1578947368421053
70653,0373764405,1.1538461538461537
145267,0590432915,1.1538461538461537
50857,0340230282,1.1538461538461537
117051,0451410106,1.1538461538461537
169440,068485029X,1.1538461538461537
249945,1551660520,1.1538461538461537
13866,0064406849,1.1538461538461537
51716,0340693096,1.1538461538461537
101710,0440240808,1.1538461538461537
132100,0553149660,1.1538461538461537
130293,0552990868,1.1538461538461537
220238,0843947667,1.1538461538461537
229651,0880387483,1.1538461538461537
114992,0451180313,1.1538461538461537
108149,0446606944,1.1538461538461537
77833,0380775832,1.1538461538461537
209979,0812590961,1.1538461538461537
192924,0770428495,1.1538461538461537
104861,0441693237,1.1538461538461537
307703,3821809213,1.1538461538461537
215189,0821770624,1.1538461538461537
218875,084234327X,1.1538461538461537
145985,0590453661,1.1521739130434783
161972,0671865714,1.15
162074,0671870610,1.15
159377,0671704648,1.15
139118,0553576232,1.15
54235,0345334019,1.15
114763,0451173376,1.1481481481481481
164873,0679447830,1.1481481481481481
113511,0451124383,1.1481481481481481
115090,0451182960,1.1470588235294117
218317,0840757239,1.1428571428571428
65472,0373244754,1.1428571428571428
115960,0451204387,1.1428571428571428
46864,0316290939,1.1428571428571428
48384,0330241567,1.1428571428571428
67537,0373291698,1.1428571428571428
126233,0517593653,1.1428571428571428
122821,0505524716,1.1428571428571428
122767,0505524139,1.1428571428571428
225234,0871239906,1.1428571428571428
116459,0451400690,1.1428571428571428
45726,0312978642,1.1428571428571428
131590,0553119303,1.1428571428571428
1574,0006471161,1.1428571428571428
53367,0345303091,1.1428571428571428
153232,0671019406,1.1428571428571428
250096,1551664240,1.1428571428571428
111475,0449217426,1.1428571428571428
88150,0394870239,1.1428571428571428
181394,0743234901,1.1428571428571428
136341,0553293907,1.1428571428571428
208403,0812517733,1.1428571428571428
220431,0843950595,1.1428571428571428
267326,1586605054,1.1428571428571428
65663,0373250665,1.1428571428571428
159122,0671695339,1.1428571428571428
255147,1560765577,1.1428571428571428
204003,0805208119,1.1428571428571428
146197,0590460145,1.1428571428571428
45326,0312966709,1.1428571428571428
49988,0330427660,1.1428571428571428
109417,0448095440,1.1428571428571428
96121,0425189449,1.1428571428571428
103897,0441007686,1.1428571428571428
11591,0061051586,1.1428571428571428
17226,0099414937,1.1428571428571428
66163,0373258798,1.1428571428571428
324014,8484509923,1.1428571428571428
324012,8484509850,1.1428571428571428
13706,0064402312,1.1428571428571428
100849,0440217482,1.1428571428571428
101368,0440227011,1.1428571428571428
66451,0373262132,1.1428571428571428
76779,0380726033,1.1428571428571428
215513,0821775499,1.1428571428571428
96001,042518627X,1.1428571428571428
67543,0373291744,1.1428571428571428
67544,0373291752,1.1428571428571428
171666,0688157459,1.1428571428571428
211662,0816718237,1.1428571428571428
156502,0671538179,1.1428571428571428
75138,0380002957,1.1428571428571428
156533,0671541811,1.1428571428571428
103399,0440945208,1.1428571428571428
11144,0061012289,1.1428571428571428
197396,0786863498,1.1428571428571428
10882,0061002798,1.1428571428571428
50867,0340238275,1.1428571428571428
328228,8807701405,1.1428571428571428
54954,0345362241,1.1428571428571428
179622,0738205702,1.1428571428571428
94832,0425155420,1.1428571428571428
292048,3404231317,1.1428571428571428
123861,0515114499,1.1428571428571428
118855,0452265886,1.1428571428571428
108571,0446670634,1.1428571428571428
339091,9788877682208,1.1428571428571428
25103,0140344454,1.1428571428571428
66168,0373258844,1.1428571428571428
78570,0380797097,1.1428571428571428
87879,0394838475,1.1428571428571428
281250,2.264.03602.8,1.1428571428571428
147803,0590847732,1.1428571428571428
151756,067084327X,1.1428571428571428
108258,0446609005,1.1428571428571428
228531,0878577254,1.1428571428571428
18067,0099750813,1.1428571428571428
108265,0446609188,1.1428571428571428
145646,0590442902,1.1428571428571428
132310,0553156373,1.1428571428571428
304928,3596218098,1.1428571428571428
12613,0061095907,1.1428571428571428
208293,0812513584,1.1428571428571428
153767,0671034391,1.1428571428571428
21011,0140086447,1.1428571428571428
69712,0373707010,1.1428571428571428
66274,0373259913,1.1428571428571428
267350,1586606336,1.1428571428571428
30294,0156260263,1.1428571428571428
210450,0812967798,1.1428571428571428
154882,0671431056,1.1428571428571428
66904,0373272413,1.1428571428571428
107915,0446602922,1.1428571428571428
57262,0345455622,1.1428571428571428
70849,0373790295,1.1428571428571428
136199,0553291076,1.1428571428571428
107908,0446602817,1.1428571428571428
216689,0828891591,1.1428571428571428
65557,0373245610,1.1428571428571428
5974,0060157550,1.1428571428571428
128640,0525947132,1.1428571428571428
158181,0671658131,1.1428571428571428
153888,0671037692,1.1428571428571428
208141,0812508440,1.1428571428571428
115691,0451198948,1.1428571428571428
214971,0821766406,1.1428571428571428
208169,0812509277,1.1428571428571428
254953,1560255390,1.1428571428571428
220335,0843949171,1.1428571428571428
273763,1859840663,1.1428571428571428
26231,0140440968,1.1428571428571428
125787,0517545160,1.1428571428571428
95666,0425178587,1.1428571428571428
220473,084395115X,1.1428571428571428
70059,0373710518,1.1428571428571428
69733,0373707223,1.1428571428571428
99712,0440159695,1.1428571428571428
21064,0140089233,1.1428571428571428
6634,0060185295,1.1428571428571428
81358,0385298293,1.1428571428571428
70162,0373711549,1.1428571428571428
291641,3404138716,1.1428571428571428
45579,0312974167,1.1428571428571428
65301,0373242913,1.1428571428571428
78173,0380786974,1.1428571428571428
107531,0446525685,1.1428571428571428
149199,0609603094,1.1428571428571428
54585,0345347099,1.1428571428571428
162710,0671894315,1.1428571428571428
107511,0446524999,1.1428571428571428
57169,0345450418,1.1428571428571428
99706,0440159229,1.1428571428571428
80994,0385257767,1.1428571428571428
104833,0441662250,1.1428571428571428
153091,0671015354,1.1428571428571428
88239,0394882563,1.1428571428571428
250163,1551664941,1.1428571428571428
133068,055321280X,1.1428571428571428
145325,0590434446,1.1428571428571428
76118,0380707780,1.1428571428571428
51635,0340674849,1.1428571428571428
121994,0486401464,1.1428571428571428
150925,0670030880,1.1428571428571428
133048,0553212559,1.1428571428571428
55705,0345389484,1.1428571428571428
107156,0446515493,1.1428571428571428
213858,0821742213,1.1428571428571428
107098,0446513792,1.1428571428571428
135325,0553273108,1.1428571428571428
78650,0380799146,1.1428571428571428
64913,0373226640,1.1428571428571428
181106,0743219627,1.1428571428571428
75565,0380470764,1.1428571428571428
95098,0425164128,1.1428571428571428
107024,0446405264,1.1428571428571428
167469,0679891307,1.1428571428571428
115972,0451204581,1.1428571428571428
64960,0373227108,1.1428571428571428
80825,0385240880,1.1428571428571428
260094,1568659083,1.1428571428571428
96898,0435905260,1.1428571428571428
208841,0812534042,1.1428571428571428
192874,0770427464,1.1428571428571428
250465,1551668343,1.1428571428571428
231200,0884042855,1.1428571428571428
159913,0671729616,1.1428571428571428
220098,0843945222,1.1428571428571428
152682,0671002589,1.1428571428571428
165904,0679738134,1.1428571428571428
44851,0312953895,1.1428571428571428
162805,0671899562,1.1428571428571428
65426,0373244304,1.1428571428571428
213280,0821727559,1.1428571428571428
209340,0812552989,1.1428571428571428
167370,0679885501,1.1428571428571428
83243,0385498942,1.1428571428571428
192882,0770427596,1.1428571428571428
80942,0385249683,1.1428571428571428
157742,0671639706,1.1428571428571428
75645,0380525550,1.1428571428571428
152734,0671003534,1.1428571428571428
94012,0425110923,1.1428571428571428
205860,0809058405,1.1428571428571428
55546,0345383729,1.1428571428571428
38975,0310448719,1.1428571428571428
55973,034540453X,1.1428571428571428
124600,0515137146,1.1428571428571428
255165,1560766271,1.1428571428571428
229917,0880887621,1.1428571428571428
95390,0425171965,1.1428571428571428
3016,0007154534,1.1428571428571428
41176,0312204965,1.1428571428571428
100213,0440202752,1.1428571428571428
111946,0449232077,1.1428571428571428
250142,1551664712,1.1428571428571428
122806,0505524554,1.1428571428571428
97626,0439164524,1.1428571428571428
250293,1551666308,1.1428571428571428
214719,0821761137,1.1428571428571428
95383,0425171892,1.1428571428571428
39330,0312018959,1.1428571428571428
95471,0425174107,1.1428571428571428
64264,0373217315,1.1428571428571428
194223,0778320413,1.1428571428571428
153096,0671015400,1.1428571428571428
114404,0451162617,1.1428571428571428
244177,0961696702,1.1428571428571428
123960,0515118575,1.1428571428571428
182142,0743418859,1.1428571428571428
194224,0778320421,1.1428571428571428
209705,0812572335,1.1428571428571428
117055,0451410149,1.1428571428571428
64733,0373224818,1.1428571428571428
159288,0671701525,1.1428571428571428
